timestamp,city,aqi,weather_icon,wind_speed,humidity
2025-01-28T06:02:14.053882+07:00,Huế,54,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,82%
2025-01-28T07:04:57.501110+07:00,Huế,54,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,82%
2025-01-28T08:28:53.422432+07:00,Huế,53,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,82%
2025-01-28T09:21:30.250096+07:00,Huế,54,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.0 km/h,82%
2025-01-28T10:02:56.779459+07:00,Huế,54,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.0 km/h,82%
2025-01-28T11:02:25.215242+07:00,Huế,54,/dl/web/weather/ic-w-09-mist-full.svg,11.1 km/h,94%
2025-01-28T12:02:23.799557+07:00,Huế,55,/dl/web/weather/ic-w-09-mist-full.svg,11.1 km/h,94%
2025-01-28T13:02:25.357410+07:00,Huế,56,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.8 km/h,88%
2025-01-28T14:02:08.787913+07:00,Huế,60,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,77%
2025-01-28T15:02:22.470192+07:00,Huế,63,/dl/web/weather/ic-w-09-mist-full.svg,9.2 km/h,82%
2025-01-28T16:02:34.349709+07:00,Huế,61,/dl/web/weather/ic-w-09-mist-full.svg,13.0 km/h,82%
2025-01-28T17:02:15.481955+07:00,Huế,61,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,88%
2025-01-28T18:02:17.239744+07:00,Huế,61,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,88%
2025-01-28T19:02:34.289780+07:00,Huế,63,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,94%
2025-01-28T20:05:44.069713+07:00,Huế,64,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,94%
2025-01-28T21:02:28.407942+07:00,Huế,65,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,94%
2025-01-28T22:02:22.096421+07:00,Huế,65,/dl/web/weather/ic-w-12-night-rain-full.svg,9.2 km/h,94%
2025-01-28T23:02:24.678752+07:00,Huế,65,/dl/web/weather/ic-w-09-mist-full.svg,9.2 km/h,94%
2025-01-29T00:02:19.737392+07:00,Huế,65,/dl/web/weather/ic-w-12-night-rain-full.svg,7.4 km/h,94%
2025-01-29T01:02:31.306832+07:00,Huế,65,/dl/web/weather/ic-w-09-mist-full.svg,7.4 km/h,94%
2025-01-29T02:02:28.753335+07:00,Huế,65,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,94%
2025-01-29T03:02:23.112766+07:00,Huế,65,/dl/web/weather/ic-w-12-night-rain-full.svg,9.2 km/h,94%
2025-01-29T04:02:18.037965+07:00,Huế,65,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,94%
2025-01-29T05:02:21.142302+07:00,Huế,109,/dl/web/weather/ic-w-12-night-rain-full.svg,11.1 km/h,94%
2025-01-29T06:02:26.257720+07:00,Huế,87,/dl/web/weather/ic-w-12-night-rain-full.svg,14.8 km/h,94%
2025-01-29T07:04:58.313007+07:00,Huế,78,/dl/web/weather/ic-w-06-rain-full.svg,11.1 km/h,94%
2025-01-29T08:28:54.144191+07:00,Huế,74,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,94%
2025-01-29T09:21:14.690765+07:00,Huế,71,/dl/web/weather/ic-w-09-mist-full.svg,9.2 km/h,88%
2025-01-29T10:02:55.000877+07:00,Huế,71,/dl/web/weather/ic-w-09-mist-full.svg,9.2 km/h,88%
2025-01-29T11:02:11.456984+07:00,Huế,69,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.0 km/h,94%
2025-01-29T12:02:15.444431+07:00,Huế,67,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,16.7 km/h,82%
2025-01-29T13:02:25.129849+07:00,Huế,67,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.0 km/h,88%
2025-01-29T14:02:09.583723+07:00,Huế,66,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.8 km/h,73%
2025-01-29T15:02:26.853750+07:00,Huế,67,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.8 km/h,73%
2025-01-29T16:02:20.164813+07:00,Huế,66,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.8 km/h,73%
2025-01-29T17:02:34.275879+07:00,Huế,72,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,16.7 km/h,77%
2025-01-29T18:02:10.134192+07:00,Huế,85,/dl/web/weather/ic-w-09-mist-full.svg,20.4 km/h,82%
